-14.5654,-75.4873,-12.0649,-2.0131,-0.1477,-490.9356
31.2114,21.2138,0.3568,51.4820,-4.0940,-27.5918
-0.5786,3.0582,-63.5369,9.3193,-18.4019,-339.9758
137.4252,-4.7627,-2.3218,-0.5383,-9.4172,332.8984
-20.3934,28.5350,102.0565,-103.9690,17.3885,1201.9727
-0.6580,-2.1663,-15.1933,31.4432,-98.9515,571.6440
-0.3250,5.0077,-10.7038,2.2030,-16.6047,79.6340
6.2692,-56.3268,-14.4855,-16.5616,-36.1327,6.8741
3.0326,2.1046,-67.9489,-3.7013,-7.4882,-401.4740
-11.7204,9.1821,3.2991,-4.5029,25.1770,-143.0115
51.7369,24.8749,-1.2945,9.5376,11.3928,87.4647
-60.3017,-16.7799,15.2400,-0.2791,-20.2879,77.5243
4.5063,-18.6489,-7.7805,3.0464,-44.7290,225.8568
-6.7577,9.3431,-8.6404,-6.6917,13.2055,-108.0758
-18.8463,-10.5979,19.8518,13.0714,-72.3064,609.6448
22.7891,-23.5188,-4.1598,-33.9111,0.3015,57.1487
-5.0847,32.4555,12.0691,-23.3920,4.4814,319.2077
-2.4882,3.9882,117.1606,-1.4962,2.9776,867.0256
-3.1114,-22.2085,17.5505,-10.7461,-2.7713,87.3393
-0.1054,-4.8348,60.0836,-29.1823,-2.6292,582.4449
5.8185,0.5576,-62.3995,1.5011,-2.3291,-430.7513
0.0255,41.0378,-34.7986,16.9232,4.4728,-162.5204
0.0184,4.8273,19.2784,38.2663,9.8030,-92.6590
29.1114,-6.6970,-13.6878,168.7815,-20.7998,-687.5850
65.9378,14.3510,-0.0163,-3.3645,-0.0356,230.8550
27.3198,-50.3083,12.5619,-2.2593,-5.9630,-41.7387
-8.6480,146.7769,1.2812,-44.3312,-8.0736,1020.0642
49.6191,0.3524,40.2635,-14.5324,9.2583,396.7538
-10.9387,-2.4210,0.6205,-63.4024,4.3459,233.5242
31.7005,-0.4567,30.3627,-38.4143,-63.1147,1009.1488
-23.7797,-21.8822,10.1124,3.1112,-1.1618,-88.2525
2.0162,-4.2359,0.2846,48.7734,-1.7479,-226.4419
-0.0935,0.0578,-42.6478,42.8668,-67.4657,59.6895
1.3968,-5.0542,-2.2998,1.5549,-26.1603,178.3934
-0.1386,30.4492,-1.2790,15.0992,-9.3633,157.3569
-8.5466,6.0764,36.4631,-0.9769,129.0372,-806.1562
-0.7740,10.6100,-16.1870,-39.8328,9.5864,41.6313
-47.7481,105.6522,21.4049,-2.9427,-0.5088,618.3073
6.0386,2.2275,-29.6215,-15.9006,4.1502,-152.5020
36.2894,23.2155,-0.3409,-1.4644,-11.9455,303.7037
-1.2360,-1.5110,10.8480,0.6780,-32.2076,343.7514
-12.0212,9.0338,-5.5170,-22.8778,48.3625,-320.3531
-0.0491,14.5682,36.2576,31.1332,-4.3546,236.3892
2.4539,87.2441,-7.4195,-96.1266,-51.1084,1284.6097
7.4201,63.1697,12.1706,14.4112,-7.6278,428.1138
1.3544,-133.5182,-5.4590,-0.3365,-40.9738,-365.4367
29.1867,2.8806,-10.0022,6.8522,-25.8638,192.8036
3.8436,0.0934,-5.7385,31.8897,12.4529,-286.4478
46.5163,-91.0251,8.8130,21.1123,30.3755,-655.5471
-54.2087,-29.0444,-1.0026,16.3349,80.2683,-1025.2385
-13.2573,14.8527,-5.3418,1.2352,-0.1319,6.8947
-2.1986,-11.4514,-0.1738,-50.8933,8.6117,104.8943
26.2539,-21.0665,-20.4699,-43.7695,13.0038,-105.3985
39.1241,0.6197,10.9089,35.1043,-11.2835,100.1663
17.5392,66.7330,-5.5922,-66.5662,-7.6459,716.8405
26.9400,-8.2060,-3.2859,4.6311,-13.6651,87.9950
2.8001,2.0575,1.9227,27.0346,-1.8123,-77.8570
3.0033,2.2293,10.7220,-16.9883,14.1815,59.5209
-3.1365,-13.6436,16.7134,-12.5309,23.7821,-92.5422
0.7717,-6.4234,-13.5798,-23.4985,3.4098,-46.9703
-0.1365,42.2017,-3.1069,-9.2634,2.8525,214.4423
-19.3032,-26.3987,16.5673,12.1612,19.4942,-272.2303
-18.4985,-8.5637,-50.2006,6.6723,23.4156,-681.1993
47.5415,-29.7874,-0.0802,20.0642,7.1264,-204.3478
